,event,date_played,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,Opening,myrating,hour,time_of_day,type of game
2577,Rated Rapid game,2017.10.07,Jay_1999,dhruv1997,Won,1964,4,1654,-4,Jay_1999,1964,dhruv1997,1654,Won against very high rated player,B50,Resignation/Checkmate,classical,2017.10.07,2/10/2023 16:10,Standard,Sicillian Defense,1968,16,afternoon,afternoon
2578,Rated Rapid game,2017.10.05,Jay_1999,bleistift,Won,1951,13,2004,-13,Jay_1999,1951,bleistift,2004,Won agaist high rated player,B17,Resignation/Checkmate,rapid,2017.10.05,2/10/2023 18:51,Standard,Caro-Kann Defense,1964,18,evening,evening
2579,Casual Rapid game,2017.10.02,dhruv1997,Jay_1999,Won,1795,0,1951,0,Jay_1999,1951,dhruv1997,1795,Won against very high rated player,A85,Resignation/Checkmate,rapid,2017.10.02,2/10/2023 13:54,Standard,Benko Gambit,,13,afternoon,afternoon
2580,Casual Rapid game,2017.10.02,Jay_1999,dhruv1997,Draw,1951,0,1795,0,draw,0,draw,0,Draw Game,B54,Resignation/Checkmate,rapid,2017.10.02,2/10/2023 13:41,Standard,Sicillian Defense,,13,afternoon,afternoon
2581,Casual Rapid game,2017.10.02,dhruv1997,Jay_1999,Won,1795,0,1951,0,Jay_1999,1951,dhruv1997,1795,Won against very high rated player,B00,Resignation/Checkmate,rapid,2017.10.02,2/10/2023 13:24,Standard,Mixed of opening I usually not played,,13,afternoon,afternoon
2582,Casual Rapid game,2017.10.02,bhrugeshprajapati,Jay_1999,Won,1500,0,1951,0,Jay_1999,1951,bhrugeshprajapati,1500,Won against very high rated player,C62,Resignation/Checkmate,classical,2017.10.02,2/10/2023 11:13,Standard,Ruy Lopez (Spanish Opening),,11,morning,morning
2583,Stefanova Arena,2017.09.30,harsh108,Jay_1999,Lost,1788,16,1968,-17,harsh108,1788,Jay_1999,1968,Lost against very high rated player,B26,Resignation/Checkmate,rapid,2017.09.30,2/10/2023 10:26,Standard,Sicillian Defense,1968,10,morning,morning
2584,Stefanova Arena,2017.09.30,sinan_can,Jay_1999,Lost,1675,55,1988,-20,sinan_can,1675,Jay_1999,1988,Lost against very high rated player,E10,Resignation/Checkmate,rapid,2017.09.30,2/10/2023 10:12,Standard,Queen's Pawn' Opening,1988,10,morning,morning
2585,Stefanova Arena,2017.09.30,landondo,Jay_1999,Won,1751,-5,1983,5,Jay_1999,1983,landondo,1751,Won against very high rated player,B30,Resignation/Checkmate,rapid,2017.09.30,2/10/2023 10:02,Standard,Sicillian Defense,1988,10,morning,morning
2586,Stefanova Arena,2017.09.30,Jay_1999,Santosh1969,Won,1977,6,1800,-6,Jay_1999,1977,Santosh1969,1800,Won against very high rated player,B30,Resignation/Checkmate,rapid,2017.09.30,2/10/2023 9:43,Standard,Sicillian Defense,1983,9,morning,morning
2587,Rated Rapid game,2017.09.30,dhruv1997,Jay_1999,Won,1500,-37,1974,3,Jay_1999,1974,dhruv1997,1500,Won against very high rated player,C62,Resignation/Checkmate,classical,2017.09.30,2/10/2023 9:03,Standard,Ruy Lopez (Spanish Opening),1977,9,morning,morning
2588,Casual Rapid game,2017.09.30,dhruv1997,Jay_1999,Won,1500,0,1974,0,Jay_1999,1974,dhruv1997,1500,Won against very high rated player,B00,Resignation/Checkmate,rapid,2017.09.30,2/10/2023 7:26,Standard,Mixed of opening I usually not played,,7,morning,morning
2589,Casual Rapid game,2017.09.30,Jay_1999,dhruv1997,Won,1974,0,1500,0,Jay_1999,1974,dhruv1997,1500,Won against very high rated player,B50,Resignation/Checkmate,rapid,2017.09.30,2/10/2023 7:08,Standard,Sicillian Defense,,7,morning,morning
2590,Rated Rapid game,2017.09.30,alex_88,Jay_1999,Lost,1926,13,1988,-14,alex_88,1926,Jay_1999,1988,Lost agaist high rated player,D06,Resignation/Checkmate,rapid,2017.09.30,2/10/2023 6:32,Standard,Mixed of opening I usually not played,1988,6,morning,morning
2591,Rated Rapid game,2017.09.30,Trex41,Jay_1999,Won,1904,-47,1979,9,Jay_1999,1979,Trex41,1904,Won agaist high rated player,C45,Time forfeit,rapid,2017.09.30,2/10/2023 5:58,Standard,Scotch Opening,1988,5,night,night
2592,Casual Rapid game,2017.09.30,Jay_1999,shaikhwasim,Lost,1979,0,1810,0,shaikhwasim,1810,Jay_1999,1979,Lost against very high rated player,C01,Resignation/Checkmate,rapid,2017.09.30,2/10/2023 5:15,Standard,French Defense,,5,night,night
2593,Casual Rapid game,2017.09.30,shaikhwasim,Jay_1999,Lost,1810,0,1979,0,shaikhwasim,1810,Jay_1999,1979,Lost against very high rated player,B30,Resignation/Checkmate,rapid,2017.09.30,2/10/2023 5:11,Standard,Sicillian Defense,,5,night,night
2594,Casual Rapid game,2017.09.30,phoenixone,Jay_1999,Won,1728,0,1979,0,Jay_1999,1979,phoenixone,1728,Won against very high rated player,D05,Resignation/Checkmate,rapid,2017.09.30,2/10/2023 4:46,Standard,Queen's Pawn' Opening,,4,night,night
2595,Rated Rapid game,2017.09.27,Jay_1999,andjeogabriel,Lost,1987,-8,2107,7,andjeogabriel,2107,Jay_1999,1987,Lost against very high rated player,C77,Resignation/Checkmate,rapid,2017.09.27,2/10/2023 14:35,Standard,Ruy Lopez (Spanish Opening),1987,14,afternoon,afternoon
2596,Radjabov Arena,2017.09.20,Jay_1999,bawor_Lichin,Won,1987,0,1679,0,Jay_1999,1987,bawor_Lichin,1679,Won against very high rated player,B00,Resignation/Checkmate,rapid,2017.09.20,2/10/2023 16:27,Standard,Mixed of opening I usually not played,1987,16,afternoon,afternoon
2597,Radjabov Arena,2017.09.20,agrawalchess1,Jay_1999,Won,2037,0,1987,0,Jay_1999,1987,agrawalchess1,2037,Won agaist high rated player,B30,Resignation/Checkmate,rapid,2017.09.20,2/10/2023 16:01,Standard,Sicillian Defense,1987,16,afternoon,afternoon
2598,Rated Blitz game,2017.09.19,Jay_1999,rajan5479,Won,1760,3,1446,-3,Jay_1999,1760,rajan5479,1446,Won against very high rated player,C65,Resignation/Checkmate,blitz,2017.09.19,2/10/2023 17:03,Standard,Ruy Lopez (Spanish Opening),1763,17,afternoon,afternoon
2599,Rated Rapid game,2017.09.18,Jay_1999,marvelmedusa,Won,1971,16,2108,-14,Jay_1999,1971,marvelmedusa,2108,Won against very high rated player,A28,Resignation/Checkmate,rapid,2017.09.18,2/10/2023 17:22,Standard,English Opening,1987,17,afternoon,afternoon
2600,Rated Rapid game,2017.09.09,Jay_1999,starcraft4ever,Lost,1981,-10,2040,8,starcraft4ever,2040,Jay_1999,1981,Lost agaist high rated player,A57,Resignation/Checkmate,rapid,2017.09.09,2/10/2023 11:19,Standard,Benko Gambit,1981,11,morning,morning
2601,Rated Rapid game,2017.09.09,starcraft4ever,Jay_1999,Lost,2030,10,1992,-11,starcraft4ever,2030,Jay_1999,1992,Lost against Similar Rating,B20,Resignation/Checkmate,rapid,2017.09.09,2/10/2023 11:04,Standard,Sicillian Defense,1992,11,morning,morning
2602,Rated Rapid game,2017.09.09,Jay_1999,poikanen,Won,1974,18,2155,-16,Jay_1999,1974,poikanen,2155,Won against very high rated player,C77,Resignation/Checkmate,rapid,2017.09.09,2/10/2023 10:47,Standard,Ruy Lopez (Spanish Opening),1992,10,morning,morning
2603,Rated Rapid game,2017.09.08,harsh108,Jay_1999,Won,1786,-6,1967,7,Jay_1999,1967,harsh108,1786,Won against very high rated player,B32,Resignation/Checkmate,rapid,2017.09.08,2/10/2023 9:58,Standard,Sicillian Defense,1974,9,morning,morning
2604,Rated Rapid game,2017.09.08,Jay_1999,harsh108,Lost,1987,-20,1769,17,harsh108,1769,Jay_1999,1987,Lost against very high rated player,A52,Resignation/Checkmate,rapid,2017.09.08,2/10/2023 9:48,Standard,Budapest Defense,1987,9,morning,morning
2605,Casual Rapid game,2017.09.07,harsh108,Jay_1999,Won,1768,0,1987,0,Jay_1999,1987,harsh108,1768,Won against very high rated player,B32,Resignation/Checkmate,rapid,2017.09.07,2/10/2023 13:04,Standard,Sicillian Defense,,13,afternoon,afternoon
2606,Rated Rapid game,2017.09.06,phoenixone,Jay_1999,Won,1689,-4,1983,4,Jay_1999,1983,phoenixone,1689,Won against very high rated player,A02,Resignation/Checkmate,rapid,2017.09.06,2/10/2023 11:35,Standard,Bird's Opening,1987,11,morning,morning
2607,Casual Rapid game,2017.09.01,ravipp,Jay_1999,Won,1500,0,1983,0,Jay_1999,1983,ravipp,1500,Won against very high rated player,C25,Time forfeit,rapid,2017.09.01,2/10/2023 19:18,Standard,King's Pawn Opening,,19,evening,evening
2608,Rated Rapid game,2017.08.31,harsh108,Jay_1999,Lost,1778,19,2002,-19,harsh108,1778,Jay_1999,2002,Lost against very high rated player,B21,Resignation/Checkmate,rapid,2017.08.31,2/10/2023 18:25,Standard,Sicillian Defense,2002,18,evening,evening
2609,Rated Rapid game,2017.08.31,Jay_1999,harsh108,Won,1996,6,1784,-6,Jay_1999,1996,harsh108,1784,Won against very high rated player,D32,Resignation/Checkmate,rapid,2017.08.31,2/10/2023 18:07,Standard,Queen's Gambit Declined,2002,18,evening,evening
2610,Rated Blitz game,2017.08.30,harsh108,Jay_1999,Won,1614,-7,1752,8,Jay_1999,1752,harsh108,1614,Won against very high rated player,C02,Resignation/Checkmate,blitz,2017.08.30,2/10/2023 15:12,Standard,French Defense,1760,15,afternoon,afternoon
2611,Rated Blitz game,2017.08.30,Jay_1999,harsh108,Won,1745,7,1621,-7,Jay_1999,1745,harsh108,1621,Won against very high rated player,E90,Resignation/Checkmate,blitz,2017.08.30,2/10/2023 15:06,Standard,King's Indian Defense,1752,15,afternoon,afternoon
2612,Rated Rapid game,2017.08.30,phoenixone,Jay_1999,Won,1706,-4,1992,4,Jay_1999,1992,phoenixone,1706,Won against very high rated player,D35,Resignation/Checkmate,rapid,2017.08.30,2/10/2023 13:49,Standard,Queen's Gambit Declined,1996,13,afternoon,afternoon
2613,Daily SuperBlitz Arena,2017.08.28,Dejokz,Jay_1999,Lost,1754,11,1756,-11,Dejokz,1754,Jay_1999,1756,Lost against Similar Rating,C50,Time forfeit,blitz,2017.08.28,2/10/2023 18:17,Standard,King's Pawn Game,1756,18,evening,evening
2614,Daily SuperBlitz Arena,2017.08.28,Jay_1999,BerSha,Won,1755,1,1293,-2,Jay_1999,1755,BerSha,1293,Won against very high rated player,A40,Abandoned,blitz,2017.08.28,2/10/2023 18:16,Standard,Queen's Pawn' Opening,1756,18,evening,evening
2615,Daily SuperBlitz Arena,2017.08.28,tiar64,Jay_1999,Won,1552,-6,1749,6,Jay_1999,1749,tiar64,1552,Won against very high rated player,B20,Time forfeit,blitz,2017.08.28,2/10/2023 18:12,Standard,Sicillian Defense,1755,18,evening,evening
2616,Daily SuperBlitz Arena,2017.08.28,budaletina,Jay_1999,Won,1629,-7,1741,8,Jay_1999,1741,budaletina,1629,Won against very high rated player,B30,Time forfeit,blitz,2017.08.28,2/10/2023 18:05,Standard,Sicillian Defense,1749,18,evening,evening
2617,Rated Blitz game,2017.08.28,harsh108,Jay_1999,Lost,1606,15,1757,-16,harsh108,1606,Jay_1999,1757,Lost against very high rated player,B11,Resignation/Checkmate,blitz,2017.08.28,2/10/2023 17:37,Standard,Caro-Kann Defense,1757,17,afternoon,afternoon
2618,Rated Blitz game,2017.08.28,Jay_1999,harsh108,Won,1750,7,1613,-7,Jay_1999,1750,harsh108,1613,Won against very high rated player,C44,Resignation/Checkmate,blitz,2017.08.28,2/10/2023 17:35,Standard,King's Pawn Opening,1757,17,afternoon,afternoon
2619,Rated Blitz game,2017.08.28,harsh108,Jay_1999,Won,1620,-7,1743,7,Jay_1999,1743,harsh108,1620,Won against very high rated player,C02,Time forfeit,blitz,2017.08.28,2/10/2023 17:25,Standard,French Defense,1750,17,afternoon,afternoon
2620,Rated Blitz game,2017.08.28,Jay_1999,harsh108,Lost,1758,-15,1605,15,harsh108,1605,Jay_1999,1758,Lost against very high rated player,A40,Resignation/Checkmate,blitz,2017.08.28,2/10/2023 17:19,Standard,Queen's Pawn' Opening,1758,17,afternoon,afternoon
2621,Rated Blitz game,2017.08.28,harsh108,Jay_1999,Won,1612,-7,1751,7,Jay_1999,1751,harsh108,1612,Won against very high rated player,B32,Resignation/Checkmate,blitz,2017.08.28,2/10/2023 17:06,Standard,Sicillian Defense,1758,17,afternoon,afternoon
2622,Rated Blitz game,2017.08.28,Jay_1999,harsh108,Won,1744,7,1618,-6,Jay_1999,1744,harsh108,1618,Won against very high rated player,A52,Time forfeit,blitz,2017.08.28,2/10/2023 16:58,Standard,Budapest Defense,1751,16,afternoon,afternoon
2623,Rated Rapid game,2017.08.26,Jay_1999,harsh108,Won,1985,7,1815,-7,Jay_1999,1985,harsh108,1815,Won against very high rated player,A45,Resignation/Checkmate,rapid,2017.08.26,2/10/2023 15:36,Standard,Queen's Pawn' Opening,1992,15,afternoon,afternoon
2624,Rated Rapid game,2017.08.25,Jay_1999,BND,Lost,1992,-7,2146,6,BND,2146,Jay_1999,1992,Lost against very high rated player,D11,Resignation/Checkmate,rapid,2017.08.25,2/10/2023 18:03,Standard,Mixed of opening I usually not played,1992,18,evening,evening
2625,Rated Rapid game,2017.08.25,Jay_1999,harsh108,Lost,2011,-19,1796,19,harsh108,1796,Jay_1999,2011,Lost against very high rated player,B00,Resignation/Checkmate,rapid,2017.08.25,2/10/2023 14:48,Standard,Mixed of opening I usually not played,2011,14,afternoon,afternoon
2626,≤2000 Blitz Arena,2017.08.24,Jay_1999,cluster-x,Lost,1755,-11,1774,11,cluster-x,1774,Jay_1999,1755,Lost against Similar Rating,C26,Time forfeit,blitz,2017.08.24,2/10/2023 15:46,Standard,King's Pawn Opening,1755,15,afternoon,afternoon
2627,≤2000 Blitz Arena,2017.08.24,alem76,Jay_1999,Won,1556,-6,1749,6,Jay_1999,1749,alem76,1556,Won against very high rated player,A50,Resignation/Checkmate,blitz,2017.08.24,2/10/2023 15:40,Standard,Queen's Pawn' Opening,1755,15,afternoon,afternoon
2628,≤2000 Blitz Arena,2017.08.24,Bogdan545,Jay_1999,Won,1656,-9,1740,9,Jay_1999,1740,Bogdan545,1656,Won agaist high rated player,C00,Resignation/Checkmate,blitz,2017.08.24,2/10/2023 15:34,Standard,French Defense,1749,15,afternoon,afternoon
2629,≤2000 Blitz Arena,2017.08.24,Jay_1999,The_Red_Viper,Won,1730,10,1686,-10,Jay_1999,1730,The_Red_Viper,1686,Won against Similar Rating,C70,Resignation/Checkmate,blitz,2017.08.24,2/10/2023 15:23,Standard,Ruy Lopez (Spanish Opening),1740,15,afternoon,afternoon
2630,Rated Rapid game,2017.08.23,smitachezz,Jay_1999,Lost,1850,166,2025,-14,smitachezz,1850,Jay_1999,2025,Lost against very high rated player,B32,Resignation/Checkmate,rapid,2017.08.23,2/10/2023 15:42,Standard,Sicillian Defense,2025,15,afternoon,afternoon
2631,Casual Rapid game,2017.08.22,Jay_1999,Bhelka,Lost,2025,0,1500,0,Bhelka,1500,Jay_1999,2025,Lost against very high rated player,B90,Resignation/Checkmate,rapid,2017.08.22,2/10/2023 15:08,Standard,Sicillian Defense,,15,afternoon,afternoon
2632,Casual Blitz game,2017.08.21,harsh108,Jay_1999,Lost,1575,0,1730,0,harsh108,1575,Jay_1999,1730,Lost against very high rated player,B00,Resignation/Checkmate,blitz,2017.08.21,2/10/2023 16:12,Standard,Mixed of opening I usually not played,,16,afternoon,afternoon
2633,Casual Rapid game,2017.08.20,Jay_1999,Anonymous,Won,2025,0,,0,Jay_1999,2025,Anonymous,?,0,C77,Resignation/Checkmate,rapid,2017.08.20,2/10/2023 16:33,Standard,Ruy Lopez (Spanish Opening),,16,afternoon,afternoon
2634,Casual Rapid game,2017.08.20,Anonymous,Jay_1999,Lost,,0,2025,0,Anonymous,?,Jay_1999,2025,Lost against Similar Rating,B50,Time forfeit,rapid,2017.08.20,2/10/2023 16:14,Standard,Sicillian Defense,,16,afternoon,afternoon
2635,Casual Rapid game,2017.08.20,Jay_1999,rajan5479,Won,2025,0,1605,0,Jay_1999,2025,rajan5479,1605,Won against very high rated player,C02,Resignation/Checkmate,rapid,2017.08.20,2/10/2023 15:54,Standard,French Defense,,15,afternoon,afternoon
2636,Rated Rapid game,2017.08.20,Jay_1999,Mouhieddine,Won,2019,6,1812,-5,Jay_1999,2019,Mouhieddine,1812,Won against very high rated player,C41,Resignation/Checkmate,rapid,2017.08.20,2/10/2023 13:37,Standard,Philidor's Defense,2025,13,afternoon,afternoon
2637,Casual Classical game,2017.08.19,umanggajjar,Jay_1999,Won,1500,0,2019,0,Jay_1999,2019,umanggajjar,1500,Won against very high rated player,D00,Resignation/Checkmate,classical,2017.08.19,2/10/2023 7:48,Standard,Queen's Pawn' Opening,,7,morning,morning
2638,Casual Rapid game,2017.08.19,Jay_1999,umanggajjar,Won,2019,0,1500,0,Jay_1999,2019,umanggajjar,1500,Won against very high rated player,C20,Time forfeit,rapid,2017.08.19,2/10/2023 7:25,Standard,King's Pawn Opening,,7,morning,morning
2639,Casual Rapid game,2017.08.19,ravipp,Jay_1999,Won,1500,0,2019,0,Jay_1999,2019,ravipp,1500,Won against very high rated player,C22,Resignation/Checkmate,rapid,2017.08.19,2/10/2023 7:02,Standard,King's Pawn Opening,,7,morning,morning
2640,Rated Blitz game,2017.08.19,nnok,Jay_1999,Lost,1854,9,1738,-8,nnok,1854,Jay_1999,1738,Lost against very high rated player,B50,Resignation/Checkmate,blitz,2017.08.19,2/10/2023 5:49,Standard,Sicillian Defense,1738,5,night,night
2641,Blumenfeld Arena,2017.08.18,da19,Jay_1999,Lost,2128,9,2028,-9,da19,2128,Jay_1999,2028,Lost against very high rated player,B32,Resignation/Checkmate,rapid,2017.08.18,2/10/2023 16:02,Standard,Sicillian Defense,2028,16,afternoon,afternoon
2642,Blumenfeld Arena,2017.08.18,Jay_1999,iyuz_purwati,Won,2024,4,1723,-4,Jay_1999,2024,iyuz_purwati,1723,Won against very high rated player,C62,Time forfeit,rapid,2017.08.18,2/10/2023 15:52,Standard,Ruy Lopez (Spanish Opening),2028,15,afternoon,afternoon
2643,Rated Rapid game,2017.08.18,phoenixone,Jay_1999,Won,1813,-5,2013,6,Jay_1999,2013,phoenixone,1813,Won against very high rated player,A10,Resignation/Checkmate,rapid,2017.08.18,2/10/2023 15:06,Standard,English Opening,2019,15,afternoon,afternoon
2644,Rated Rapid game,2017.08.18,Jay_1999,phoenixone,Won,2007,6,1819,-6,Jay_1999,2007,phoenixone,1819,Won against very high rated player,B54,Resignation/Checkmate,rapid,2017.08.18,2/10/2023 15:00,Standard,Sicillian Defense,2013,15,afternoon,afternoon
2645,Rated Rapid game,2017.08.18,phoenixone,Jay_1999,Won,1819,-5,2007,5,Jay_1999,2007,phoenixone,1819,Won against very high rated player,A13,Time forfeit,rapid,2017.08.18,2/10/2023 15:00,Standard,English Opening,2012,15,afternoon,afternoon
2646,Rated Rapid game,2017.08.17,harsh108,Jay_1999,Won,1859,-8,1999,8,Jay_1999,1999,harsh108,1859,Won against very high rated player,A06,Resignation/Checkmate,rapid,2017.08.17,2/10/2023 6:57,Standard,Nimzovich-Larsen Attack,2007,6,morning,morning
2647,Rated Rapid game,2017.08.17,Jay_1999,harsh108,Lost,2017,-18,1841,18,harsh108,1841,Jay_1999,2017,Lost against very high rated player,B00,Resignation/Checkmate,rapid,2017.08.17,2/10/2023 6:46,Standard,Mixed of opening I usually not played,2017,6,morning,morning
2648,Rated Rapid game,2017.08.17,harsh108,Jay_1999,Won,1848,-7,2010,7,Jay_1999,2010,harsh108,1848,Won against very high rated player,C43,Resignation/Checkmate,rapid,2017.08.17,2/10/2023 6:40,Standard,Petrov's Defense,2017,6,morning,morning
2649,Casual Blitz game,2017.08.16,Pankaj8851,Jay_1999,Won,1500,0,1738,0,Jay_1999,1738,Pankaj8851,1500,Won against very high rated player,C46,Time forfeit,blitz,2017.08.16,2/10/2023 15:25,Standard,Three Knights Game,,15,afternoon,afternoon
2650,Rated Rapid game,2017.08.16,Jay_1999,shaikhwasim,Won,1996,14,2053,-58,Jay_1999,1996,shaikhwasim,2053,Won agaist high rated player,C02,Resignation/Checkmate,rapid,2017.08.16,2/10/2023 14:51,Standard,French Defense,2010,14,afternoon,afternoon
2651,Casual Rapid game,2017.08.16,shaikhwasim,Jay_1999,Won,2053,0,1996,0,Jay_1999,1996,shaikhwasim,2053,Won agaist high rated player,B32,Resignation/Checkmate,rapid,2017.08.16,2/10/2023 14:36,Standard,Sicillian Defense,,14,afternoon,afternoon
2652,Rated Blitz game,2017.08.16,ROJASM,Jay_1999,Won,1767,-12,1725,13,Jay_1999,1725,ROJASM,1767,Won against Similar Rating,B00,Resignation/Checkmate,blitz,2017.08.16,2/10/2023 13:02,Standard,Mixed of opening I usually not played,1738,13,afternoon,afternoon
2653,Rated Blitz game,2017.08.16,Lr847,Jay_1999,Won,1705,-11,1714,11,Jay_1999,1714,Lr847,1705,Won against Similar Rating,A50,Resignation/Checkmate,blitz,2017.08.16,2/10/2023 12:53,Standard,Queen's Pawn' Opening,1725,12,afternoon,afternoon
2654,Rated Blitz game,2017.08.16,Jay_1999,Lr847,Draw,1714,0,1704,1,draw,0,draw,0,Draw Game,D55,Resignation/Checkmate,blitz,2017.08.16,2/10/2023 12:44,Standard,Mixed of opening I usually not played,,12,afternoon,afternoon
2655,Rated Blitz game,2017.08.16,rajan5479,Jay_1999,Won,1417,-3,1711,3,Jay_1999,1711,rajan5479,1417,Won against very high rated player,B00,Resignation/Checkmate,blitz,2017.08.16,2/10/2023 12:26,Standard,Mixed of opening I usually not played,1714,12,afternoon,afternoon
2656,Rated Blitz game,2017.08.16,Jay_1999,rajan5479,Won,1707,4,1421,-4,Jay_1999,1707,rajan5479,1421,Won against very high rated player,D21,Resignation/Checkmate,blitz,2017.08.16,2/10/2023 12:18,Standard,Queen's Gambit Accepted,1711,12,afternoon,afternoon
2657,Rated Blitz game,2017.08.16,Jay_1999,EmanuelLasker61,Lost,1714,-7,1856,8,EmanuelLasker61,1856,Jay_1999,1714,Lost against very high rated player,C48,Resignation/Checkmate,blitz,2017.08.16,2/10/2023 7:24,Standard,"Four Knights, Scotch Variation",1714,7,morning,morning
2658,Rated Rapid game,2017.08.15,phoenixone,Jay_1999,Won,1798,-6,1990,6,Jay_1999,1990,phoenixone,1798,Won against very high rated player,A30,Resignation/Checkmate,rapid,2017.08.15,2/10/2023 15:55,Standard,Mixed of opening I usually not played,1996,15,afternoon,afternoon
2659,Casual Classical game,2017.08.15,phoenixone,Jay_1999,Draw,1798,0,1990,0,draw,0,draw,0,Draw Game,D05,Resignation/Checkmate,rapid,2017.08.15,2/10/2023 15:35,Standard,Queen's Pawn' Opening,,15,afternoon,afternoon
2660,Rated Classical game,2017.08.15,rajan5479,Jay_1999,Won,1657,-5,1987,3,Jay_1999,1987,rajan5479,1657,Won against very high rated player,B20,Resignation/Checkmate,classical,2017.08.15,2/10/2023 14:59,Standard,Sicillian Defense,1990,14,afternoon,afternoon
2661,Rated Blitz game,2017.08.15,Ilchenko,Jay_1999,Lost,1615,14,1729,-15,Ilchenko,1615,Jay_1999,1729,Lost against very high rated player,C44,Resignation/Checkmate,blitz,2017.08.15,2/10/2023 10:58,Standard,King's Pawn Opening,1729,10,morning,morning
2662,Rated Bullet game,2017.08.15,Karkamik,Jay_1999,Lost,1568,15,1706,-15,Karkamik,1568,Jay_1999,1706,Lost against very high rated player,C00,Time forfeit,bullet,2017.08.15,2/10/2023 10:52,Standard,French Defense,1706,10,morning,morning
2663,Rated Bullet game,2017.08.15,Jay_1999,Mi2Chld,Lost,1719,-13,1659,12,Mi2Chld,1659,Jay_1999,1719,Lost agaist high rated player,B01,Resignation/Checkmate,bullet,2017.08.15,2/10/2023 10:44,Standard,Scandinavian Defense,1719,10,morning,morning
2664,Rated Blitz game,2017.08.15,rajan5479,Jay_1999,Won,1431,-4,1725,4,Jay_1999,1725,rajan5479,1431,Won against very high rated player,B30,Resignation/Checkmate,blitz,2017.08.15,2/10/2023 6:38,Standard,Sicillian Defense,1729,6,morning,morning
2665,Rated Rapid game,2017.08.14,Jay_1999,phoenixone,Won,1981,6,1786,-6,Jay_1999,1981,phoenixone,1786,Won against very high rated player,D30,Resignation/Checkmate,rapid,2017.08.14,2/10/2023 10:32,Standard,Queen's Gambit Declined,1987,10,morning,morning
2666,Rated Rapid game,2017.08.12,Jay_1999,ahmad41,Won,1963,18,2114,-18,Jay_1999,1963,ahmad41,2114,Won against very high rated player,C02,Time forfeit,rapid,2017.08.12,2/10/2023 11:05,Standard,French Defense,1981,11,morning,morning
2667,Rated Rapid game,2017.08.10,Jay_1999,rajan5479,Won,1957,6,1744,-15,Jay_1999,1957,rajan5479,1744,Won against very high rated player,B27,Resignation/Checkmate,rapid,2017.08.10,2/10/2023 18:15,Standard,Sicillian Defense,1963,18,evening,evening
2668,Rated Rapid game,2017.08.10,Jay_1999,rajan5479,Won,1951,6,1760,-16,Jay_1999,1951,rajan5479,1760,Won against very high rated player,C44,Resignation/Checkmate,rapid,2017.08.10,2/10/2023 14:57,Standard,King's Pawn Opening,1957,14,afternoon,afternoon
2669,Rated Rapid game,2017.08.10,rajan5479,Jay_1999,Won,1780,-20,1944,7,Jay_1999,1944,rajan5479,1780,Won against very high rated player,B20,Resignation/Checkmate,rapid,2017.08.10,2/10/2023 14:43,Standard,Sicillian Defense,1951,14,afternoon,afternoon
2670,Rated Rapid game,2017.08.08,rajan5479,Jay_1999,Won,1890,-53,1934,10,Jay_1999,1934,rajan5479,1890,Won against Similar Rating,C42,Resignation/Checkmate,rapid,2017.08.08,2/10/2023 17:43,Standard,Petrov's Defense,1944,17,afternoon,afternoon
2671,Rated Rapid game,2017.08.08,Jay_1999,rajan5479,Won,1921,13,1974,-84,Jay_1999,1921,rajan5479,1974,Won agaist high rated player,D06,Resignation/Checkmate,rapid,2017.08.08,2/10/2023 17:26,Standard,Mixed of opening I usually not played,1934,17,afternoon,afternoon
2672,Rated Rapid game,2017.08.06,Jay_1999,WaxyOrange766,Lost,1933,-12,1965,11,WaxyOrange766,1965,Jay_1999,1933,Lost against Similar Rating,B50,Resignation/Checkmate,rapid,2017.08.06,2/10/2023 15:52,Standard,Sicillian Defense,1933,15,afternoon,afternoon
2673,Rated Rapid game,2017.08.06,Jay_1999,mohdiqbalrazak,Lost,1949,-16,1857,13,mohdiqbalrazak,1857,Jay_1999,1949,Lost agaist high rated player,C02,Resignation/Checkmate,rapid,2017.08.06,2/10/2023 13:24,Standard,French Defense,1949,13,afternoon,afternoon
2674,Rated Rapid game,2017.08.06,jahrom8,Jay_1999,Won,1934,-11,1936,13,Jay_1999,1936,jahrom8,1934,Won against Similar Rating,A00,Time forfeit,rapid,2017.08.06,2/10/2023 13:16,Standard,Benko Opening,1949,13,afternoon,afternoon
2675,Rated Rapid game,2017.08.06,rajan5479,Jay_1999,Lost,1411,360,1955,-19,rajan5479,1411,Jay_1999,1955,Lost against very high rated player,C46,Resignation/Checkmate,rapid,2017.08.06,2/10/2023 10:27,Standard,Three Knights Game,1955,10,morning,morning
2676,Rated Rapid game,2017.08.06,Jay_1999,rajan5479,Won,1953,2,1432,-21,Jay_1999,1953,rajan5479,1432,Won against very high rated player,C48,Resignation/Checkmate,rapid,2017.08.06,2/10/2023 10:20,Standard,"Four Knights, Scotch Variation",1955,10,morning,morning
2677,Rated Blitz game,2017.08.06,Jay_1999,rajan5479,Lost,1742,-17,1520,86,rajan5479,1520,Jay_1999,1742,Lost against very high rated player,A07,Time forfeit,blitz,2017.08.06,2/10/2023 7:46,Standard,Reti Opening,1742,7,morning,morning
